New_data,120,1,"6,72E-05"
"6,72E-05","6,72E-05",,
"0,00013323","0,00013323",,
"0,00019817","0,00019817",,
"0,00026199","0,00026199",,
"0,00032469","0,00032469",,
"0,00038627","0,00038627",,
"0,00044673","0,00044673",,
"0,00050607","0,00050607",,
"0,00056429","0,00056429",,
"0,00062139","0,00062139",,
"0,00067737","0,00067737",,
"0,00073223","0,00073223",,
"0,00078597","0,00078597",,
"0,00083859","0,00083859",,
"0,0008901","0,0008901",,
"0,00094048","0,00094048",,
"0,00098974","0,00098974",,
"0,0010379","0,0010379",,
"0,0010849","0,0010849",,
"0,0011308","0,0011308",,
"0,0011756","0,0011756",,
"0,0012193","0,0012193",,
"0,0012618","0,0012618",,
"0,0013032","0,0013032",,
"0,0013435","0,0013435",,
"0,0013827","0,0013827",,
"0,0014208","0,0014208",,
"0,0014577","0,0014577",,
"0,0014936","0,0014936",,
"0,0015283","0,0015283",,
"0,0015619","0,0015619",,
"0,0015943","0,0015943",,
"0,0016257","0,0016257",,
"0,0016559","0,0016559",,
"0,001685","0,001685",,
"0,001713","0,001713",,
"0,0017399","0,0017399",,
"0,0017656","0,0017656",,
"0,0017903","0,0017903",,
"0,0018138","0,0018138",,
"0,0018362","0,0018362",,
"0,0018574","0,0018574",,
"0,0018776","0,0018776",,
"0,0018966","0,0018966",,
"0,0019145","0,0019145",,
"0,0019313","0,0019313",,
"0,001947","0,001947",,
"0,0019616","0,0019616",,
"0,001975","0,001975",,
"0,0019873","0,0019873",,
"0,0019985","0,0019985",,
"0,0020086","0,0020086",,
"0,0020176","0,0020176",,
"0,0020254","0,0020254",,
"0,0020321","0,0020321",,
"0,0020377","0,0020377",,
"0,0020422","0,0020422",,
"0,0020455","0,0020455",,
"0,0020478","0,0020478",,
"0,0020489","0,0020489",,
"0,0020489","0,0020489",,
"0,0020478","0,0020478",,
"0,0020455","0,0020455",,
"0,0020422","0,0020422",,
"0,0020377","0,0020377",,
"0,0020321","0,0020321",,
"0,0020254","0,0020254",,
"0,0020176","0,0020176",,
"0,0020086","0,0020086",,
"0,0019985","0,0019985",,
"0,0019873","0,0019873",,
"0,001975","0,001975",,
"0,0019616","0,0019616",,
"0,001947","0,001947",,
"0,0019313","0,0019313",,
"0,0019145","0,0019145",,
"0,0018966","0,0018966",,
"0,0018776","0,0018776",,
"0,0018574","0,0018574",,
"0,0018362","0,0018362",,
"0,0018138","0,0018138",,
"0,0017903","0,0017903",,
"0,0017656","0,0017656",,
"0,0017399","0,0017399",,
"0,001713","0,001713",,
"0,001685","0,001685",,
"0,0016559","0,0016559",,
"0,0016257","0,0016257",,
"0,0015943","0,0015943",,
"0,0015619","0,0015619",,
"0,0015283","0,0015283",,
"0,0014936","0,0014936",,
"0,0014577","0,0014577",,
"0,0014208","0,0014208",,
"0,0013827","0,0013827",,
"0,0013435","0,0013435",,
"0,0013032","0,0013032",,
"0,0012618","0,0012618",,
"0,0012193","0,0012193",,
"0,0011756","0,0011756",,
"0,0011308","0,0011308",,
"0,0010849","0,0010849",,
"0,0010379","0,0010379",,
"0,00098974","0,00098974",,
"0,00094048","0,00094048",,
"0,0008901","0,0008901",,
"0,00083859","0,00083859",,
"0,00078597","0,00078597",,
"0,00073223","0,00073223",,
"0,00067737","0,00067737",,
"0,00062139","0,00062139",,
"0,00056429","0,00056429",,
"0,00050607","0,00050607",,
"0,00044673","0,00044673",,
"0,00038627","0,00038627",,
"0,00032469","0,00032469",,
"0,00026199","0,00026199",,
"0,00019817","0,00019817",,
"0,00013323","0,00013323",,
"6,72E-05","6,72E-05",,
New_data,120,2,"6,72E-05"
"6,72E-05","4,85E-05",,
"0,00013323","9,59E-05",,
"0,00019817","0,00014216",,
"0,00026199","0,00018738",,
"0,00032469","0,00023154",,
"0,00038627","0,00027465",,
"0,00044673","0,00031672",,
"0,00050607","0,00035778",,
"0,00056429","0,00039784",,
"0,00062139","0,00043691",,
"0,00067737","0,000475",,
"0,00073223","0,00051213",,
"0,00078597","0,00054831",,
"0,00083859","0,00058356",,
"0,0008901","0,00061789",,
"0,00094048","0,00065131",,
"0,00098974","0,00068383",,
"0,0010379","0,00071547",,
"0,0010849","0,00074623",,
"0,0011308","0,00077614",,
"0,0011756","0,0008052",,
"0,0012193","0,00083343",,
"0,0012618","0,00086083",,
"0,0013032","0,00088742",,
"0,0013435","0,0009132",,
"0,0013827","0,0009382",,
"0,0014208","0,00096241",,
"0,0014577","0,00098585",,
"0,0014936","0,0010085",,
"0,0015283","0,0010304",,
"0,0015619","0,0010516",,
"0,0015943","0,0010721",,
"0,0016257","0,0010918",,
"0,0016559","0,0011108",,
"0,001685","0,0011291",,
"0,001713","0,0011467",,
"0,0017399","0,0011636",,
"0,0017656","0,0011798",,
"0,0017903","0,0011953",,
"0,0018138","0,0012102",,
"0,0018362","0,0012244",,
"0,0018574","0,0012379",,
"0,0018776","0,0012508",,
"0,0018966","0,0012631",,
"0,0019145","0,0012747",,
"0,0019313","0,0012857",,
"0,001947","0,001296",,
"0,0019616","0,0013058",,
